epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,0.6941304004500397,0.6964529253580588,50.505050505050505,48.0
1,0.6953456549817683,0.6989209268855856,50.505050505050505,48.0
2,0.6958554331679534,0.6999196953146254,50.505050505050505,48.0
3,0.6959275099082379,0.7001733523867483,50.505050505050505,48.0
4,0.6957630827595276,0.7000591212043256,50.505050505050505,48.0
5,0.6954354586008868,0.6997168660411397,50.505050505050505,48.0
6,0.6949470439368307,0.6991730428386872,50.505050505050505,48.0
7,0.6942609812417804,0.6983984016266459,50.505050505050505,48.0
8,0.6933118571696738,0.6973289666767165,50.505050505050505,48.0
9,0.6920061499905132,0.6958707900391394,50.505050505050505,48.0
10,0.6902181448112203,0.6938980786444046,50.505050505050505,48.0
11,0.6877845050450304,0.691249484800559,50.505050505050505,48.0
12,0.684500374713928,0.6877262031567726,50.505050505050505,48.0
13,0.680120918484821,0.683096268852291,50.505050505050505,48.0
14,0.6743737870992697,0.6771109281985823,50.505050505050505,48.0
15,0.6669887339613424,0.6695395317749369,50.505050505050505,48.0
16,0.6577479875665192,0.6602263090911709,51.515151515151516,52.0
17,0.6465521956776766,0.6491625397881411,54.54545454545454,52.0
18,0.6334823798599034,0.6365516338682418,58.58585858585859,60.0
19,0.6188272582617624,0.6228322705114253,71.71717171717171,64.0
20,0.6030522176532729,0.6086326026017881,73.73737373737373,72.0
21,0.5867150999665531,0.5946617178147967,76.76767676767676,76.0
22,0.5703644796233371,0.5815807850549525,75.75757575757575,72.0
23,0.5544612147694469,0.569904216634994,76.76767676767676,76.0
24,0.5393423742957805,0.5599567656730693,76.76767676767676,76.0
25,0.5252215103631355,0.5518810206016909,78.78787878787878,76.0
26,0.5122086042780112,0.5456736691000307,79.7979797979798,76.0
27,0.5003356261621148,0.5412298688600894,79.7979797979798,76.0
28,0.4895802368117196,0.5383833561284268,81.81818181818183,76.0
29,0.47988504432103435,0.5369375909938775,82.82828282828282,76.0
30,0.47117219799108234,0.5366877047142116,82.82828282828282,72.0
31,0.4633539417081604,0.5374348141947228,82.82828282828282,72.0
32,0.45633992752970265,0.53899460848911,83.83838383838383,72.0
33,0.45004203768746304,0.5412018713232551,83.83838383838383,72.0
34,0.44437734860966094,0.5439122310211172,85.85858585858585,72.0
35,0.4392697521233625,0.5470020946156039,85.85858585858585,72.0
36,0.434650642322948,0.5503674620663247,87.87878787878788,72.0
37,0.4304589833556756,0.5539221188061831,87.87878787878788,72.0
38,0.4266409930877731,0.5575955534971088,87.87878787878788,72.0
39,0.42314961054513767,0.5613308314939758,87.87878787878788,72.0
40,0.41994386152558166,0.5650825666432018,87.87878787878788,72.0
41,0.41698819631618306,0.568815070256697,87.87878787878788,72.0
42,0.4142518444222713,0.5725007122334804,88.88888888888889,72.0
43,0.41170821139733044,0.5761185010606128,88.88888888888889,72.0
44,0.40933432994147073,0.5796528727037674,88.88888888888889,72.0
45,0.4071103693810972,0.5830926696426711,88.88888888888889,72.0
46,0.4050192028639254,0.5864302877167278,88.88888888888889,72.0
47,0.4030460289495646,0.5896609679791927,88.88888888888889,72.0
48,0.40117804295692827,0.5927822120216315,88.88888888888889,72.0
49,0.3994041529254147,0.5957933013298095,88.88888888888889,72.0
50,0.3977147350233376,0.5986949036266009,88.88888888888889,72.0
51,0.3961014234843628,0.60148875154105,88.88888888888889,72.0
52,0.39455693054024604,0.6041773811576997,88.88888888888889,72.0
53,0.39307489226609754,0.6067639199779787,88.88888888888889,72.0
54,0.3916497367146983,0.6092519155475603,88.88888888888889,72.0
55,0.39027657116108144,0.6116451974787026,88.88888888888889,72.0
56,0.3889510856923365,0.613947766845924,88.88888888888889,72.0
57,0.3876694707529297,0.6161637079830373,88.88888888888889,72.0
58,0.3864283465902628,0.6182971185862246,87.87878787878788,72.0
59,0.38522470283917737,0.6203520547565388,87.87878787878788,72.0
60,0.38405584673987303,0.6223324882186029,87.87878787878788,72.0
61,0.38291935870442384,0.6242422734502184,87.87878787878788,72.0
62,0.38181305413628275,0.6260851228672967,87.87878787878788,72.0
63,0.3807349505685449,0.6278645885447216,87.87878787878788,72.0
64,0.3796832393237721,0.629584049228942,87.87878787878788,72.0
65,0.37865626101414496,0.6312467016228748,87.87878787878788,72.0
66,0.3776524842985331,0.6328555551069251,87.87878787878788,72.0
67,0.3766704873953568,0.6344134292090513,87.87878787878788,72.0
68,0.3757089419191044,0.6359229532579701,87.87878787878788,72.0
69,0.37476659866598533,0.6373865677519287,87.87878787878788,72.0
70,0.37384227502205003,0.6388065270551571,87.87878787878788,72.0
71,0.3729348437065285,0.640184903098579,87.87878787878788,72.0
72,0.3720432225951826,0.6415235898133838,87.87878787878788,72.0
73,0.3711663653939882,0.6428243080678535,87.87878787878788,72.0
74,0.3703032529530859,0.6440886109111926,87.87878787878788,72.0
75,0.36945288502507057,0.6453178889543628,87.87878787878788,72.0
76,0.36861427228059884,0.646513375738158,87.87878787878788,72.0
77,0.3677864283980069,0.6476761529537112,87.87878787878788,72.0
78,0.36696836204202327,0.6488071553908382,87.87878787878788,72.0
79,0.366159068539382,0.6499071754953918,87.87878787878788,72.0
80,0.36535752104561553,0.6509768674182187,87.87878787878788,72.0
81,0.36456266097669837,0.6520167504353078,87.87878787878788,72.0
82,0.3637733874503694,0.6530272116109697,87.87878787878788,72.0
83,0.3629885454433672,0.6540085075629087,87.87878787878788,72.0
84,0.36220691232050994,0.6549607651691024,87.87878787878788,72.0
85,0.3614271823270317,0.6558839810304414,87.87878787878788,72.0
86,0.36064794855374693,0.6567780194688286,87.87878787878788,72.0
87,0.35986768178159473,0.6576426087961476,87.87878787878788,72.0
