epoch,train_loss,val_loss,train_accuracy,val_accuracy
0,0.6925528669643366,0.7577783639203359,54.63917525773196,36.0
1,0.6990063702440271,0.788728161468778,54.63917525773196,36.0
2,0.7017501668374203,0.8021875070662641,54.63917525773196,36.0
3,0.702092669867136,0.8079129477572158,54.63917525773196,36.0
4,0.7012565721749597,0.8104165329127359,54.63917525773196,36.0
5,0.6997894711671755,0.8115045884432709,54.63917525773196,36.0
6,0.6978811589460101,0.811840896777397,54.63917525773196,36.0
7,0.6955636153955108,0.8116296122049043,54.63917525773196,36.0
8,0.6927970961660405,0.8108856265389788,54.63917525773196,36.0
9,0.6895029691979004,0.8095371181835265,54.63917525773196,36.0
10,0.6855751461448759,0.8074630925930926,54.63917525773196,36.0
11,0.6808836579554548,0.8045065532776684,54.63917525773196,36.0
12,0.6752759226936551,0.8004792105538382,54.63917525773196,36.0
13,0.6685780359663807,0.7951641098245565,54.63917525773196,36.0
14,0.6605972197419506,0.7883191311934671,54.63917525773196,36.0
15,0.6511265114971253,0.7796838238278315,54.63917525773196,36.0
16,0.6399538801080418,0.7689937790935977,54.63917525773196,36.0
17,0.6268802401977029,0.7560102940746593,54.63917525773196,36.0
18,0.6117529430102133,0.7405758331555642,54.63917525773196,36.0
19,0.5945189186324036,0.7227004779681941,54.63917525773196,40.0
20,0.575288680167634,0.7026616354957005,57.73195876288659,40.0
21,0.5543804333987077,0.6810628505060246,61.855670103092784,48.0
22,0.5323037764842227,0.6587849243825523,67.0103092783505,64.0
23,0.509671310606811,0.6368173574378191,74.22680412371135,64.0
24,0.48707888190809734,0.6160496353002846,78.35051546391753,64.0
25,0.46501495759451944,0.5971294375866044,77.31958762886599,68.0
26,0.44382746290315944,0.5804294835035859,85.56701030927834,76.0
27,0.42373524381940153,0.5660902680148766,86.5979381443299,76.0
28,0.40485769018911527,0.5540873929870174,86.5979381443299,80.0
29,0.38724427843956455,0.5442925910608435,87.62886597938144,80.0
30,0.37089718869619687,0.5365193445840825,87.62886597938144,84.0
31,0.3557866983104566,0.5305542495995804,88.65979381443299,84.0
32,0.3418613261462227,0.5261776911170757,90.72164948453609,84.0
33,0.3290548518067151,0.5231770221811283,90.72164948453609,84.0
34,0.3172917006749454,0.5213545428335467,91.75257731958763,84.0
35,0.30649143255283207,0.5205318063428741,91.75257731958763,84.0
36,0.2965725216045771,0.5205512782646208,91.75257731958763,84.0
37,0.2874553650429309,0.5212761137626605,91.75257731958763,84.0
38,0.27906444519870105,0.5225886988460663,92.78350515463917,84.0
39,0.27132966743207,0.5243885153763638,92.78350515463917,84.0
40,0.2641869976881629,0.526589779727803,94.84536082474226,84.0
41,0.2575785770172433,0.5291191681584353,94.84536082474226,84.0
42,0.2514524924888311,0.5319138048418816,94.84536082474226,84.0
43,0.24576235372984984,0.5349195775989954,94.84536082474226,84.0
44,0.2404667829810926,0.5380897735460973,94.84536082474226,84.0
45,0.2355288880576764,0.5413839897115011,94.84536082474226,84.0
46,0.23091575789236563,0.5447672622446581,94.84536082474226,84.0
47,0.22659800012199235,0.5482093612235083,94.84536082474226,84.0
48,0.22254932771946873,0.5516842077954915,94.84536082474226,84.0
49,0.21874619469544807,0.5551693812786871,94.84536082474226,84.0
50,0.21516747741718317,0.5586456933841641,94.84536082474226,84.0
51,0.21179419668246097,0.5620968140781645,94.84536082474226,84.0
52,0.20860927540616284,0.5655089388367576,94.84536082474226,84.0
53,0.2055973270575236,0.5688704905518128,94.84536082474226,84.0
54,0.20274447050354985,0.5721718515812703,94.84536082474226,84.0
55,0.20003816749497633,0.5754051227945994,94.84536082474226,84.0
56,0.1974670795901395,0.5785639072490956,94.84536082474226,80.0
57,0.19502094181262114,0.5816431165600552,94.84536082474226,80.0
58,0.19269045076952712,0.5846387982442611,94.84536082474226,84.0
59,0.19046716532041802,0.5875479824171584,95.87628865979381,84.0
60,0.18834341818915096,0.5903685462698361,95.87628865979381,84.0
61,0.18631223716080292,0.5930990947786305,96.90721649484536,84.0
